doc_id;word;start;end;babelSynsetID;score;coherence;global
2021-JDR;affect;58;63;bn:00082430v;0.7142857142857143;0.12195121951219512;0.002153501593591179
2021-JDR;way;69;71;bn:00033729n;0.7405128205128205;0.4634146341463415;0.062193126022913256
2021-JDR;organizations;73;85;bn:00059480n;0.8121720881427072;0.43902439024390244;0.06667240933758291
2021-JDR;business processes;152;169;bn:02788029n;1.0;0.14634146341463414;0.010853648031699543
2021-JDR;systematic literature review;213;240;bn:02352276n;1.0;0.12195121951219512;0.002584201912309415
2021-JDR;examiner;249;256;bn:00032097n;0.9;0.07317073170731707;0.0007752605736928245
2021-JDR;primary;262;268;bn:00099598a;0.8181818181818182;0.07317073170731707;0.0007752605736928245
2021-JDR;research;291;298;bn:00067280n;0.7829181494661922;0.24390243902439024;0.018950814023602377
2021-JDR;business process;376;391;bn:02788029n;1.0;0.14634146341463414;0.010853648031699543
2024-RDJ;affect;58;63;bn:00082430v;0.7142857142857143;0.12195121951219512;0.002153501593591179
2024-RDJ;way;69;71;bn:00033729n;0.7405128205128205;0.4634146341463415;0.062193126022913256
2024-RDJ;organizations;73;85;bn:00059480n;0.8121720881427072;0.43902439024390244;0.06667240933758291
2024-RDJ;business processes;152;169;bn:02788029n;1.0;0.14634146341463414;0.010853648031699543
2024-RDJ;systematic literature review;213;240;bn:02352276n;1.0;0.12195121951219512;0.002584201912309415
2024-RDJ;examiner;249;256;bn:00032097n;0.9;0.07317073170731707;0.0007752605736928245
2024-RDJ;primary;262;268;bn:00099598a;0.8181818181818182;0.07317073170731707;0.0007752605736928245
2024-RDJ;research;291;298;bn:00067280n;0.7829181494661922;0.24390243902439024;0.018950814023602377
2024-RDJ;business process;376;391;bn:02788029n;1.0;0.14634146341463414;0.010853648031699543
